action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id
35,3,117,20700772,33.7143,158,330,-118.1118,0,1,0,7,0,36,0.0,2,1,5,5,755,50,27,12518
35,3,125,20700772,33.8713,131,173,-118.1388,11,2,0,7,28,21,0.0,1,1,2,3,755,50,27,12519
19,4,136,20700772,34.0413,-2,3,-118.2718,9,2,0,7,57,0,0.0,1,4,4,1,755,50,27,12520
35,3,157,20700772,33.9553,-149,89,-118.4188,8,2,0,7,7,17,0.0,1,3,2,3,755,50,27,12521
35,3,173,20700772,33.9073,128,137,-118.1418,6,2,0,7,57,18,1.0,1,1,2,3,755,50,27,12522
19,4,181,20700772,34.0443,0,0,-118.2698,6,2,0,7,13,0,1.0,1,4,4,1,755,50,27,12523
42,1,185,20700772,34.0443,0,0,-118.2698,5,2,0,7,51,0,,1,4,4,1,755,50,27,12524
35,3,207,20700772,33.9733,-107,71,-118.3768,4,2,0,7,21,12,0.0,1,3,2,4,755,50,27,12525
35,3,239,20700772,33.8653,-182,179,-118.4518,0,2,0,7,58,25,,2,6,5,5,755,50,27,12526
35,3,270,20700772,33.9993,159,45,-118.1108,10,3,0,7,25,16,0.0,1,5,2,3,755,50,27,12527
35,3,273,20700772,33.8523,-161,192,-118.4308,9,3,0,7,58,25,1.0,2,6,5,5,755,50,27,12528
35,3,290,20700772,33.8063,-71,238,-118.3408,6,3,0,7,54,24,1.0,2,4,5,5,755,50,27,12529
35,3,299,20700772,33.8483,-161,196,-118.4308,5,3,0,7,58,25,,2,6,5,5,755,50,27,12530
7,4,357,20700772,34.0443,0,0,-118.2698,0,3,0,7,41,0,1.0,1,4,4,1,755,50,27,12531
35,3,362,20700772,33.8013,192,243,-118.0778,0,3,0,7,4,30,,2,1,5,5,755,50,27,12532
35,3,4,20700789,34.0443,161,0,-118.1088,11,1,0,7,7,16,0.0,1,5,2,3,467,60,11,12533
35,3,38,20700789,33.8343,-187,210,-118.4568,7,1,0,7,10,28,0.0,2,6,5,5,467,60,11,12534
48,6,81,20700789,34.0163,-29,28,-118.2988,2,1,0,7,45,4,1.0,1,4,7,1,467,60,11,12535
42,1,95,20700789,34.0443,0,0,-118.2698,1,1,0,7,32,0,1.0,1,4,4,1,467,60,11,12536
29,5,103,20700789,34.0443,0,0,-118.2698,0,1,0,7,48,0,0.0,1,4,4,1,467,60,11,12537
27,4,107,20700789,34.0443,0,0,-118.2698,0,1,0,7,22,0,0.0,1,4,4,1,467,60,11,12538
7,4,110,20700789,34.0443,0,0,-118.2698,0,1,0,7,1,0,1.0,1,4,4,1,467,60,11,12539
35,3,200,20700789,33.7873,87,257,-118.1828,4,2,0,7,46,27,1.0,2,1,5,5,467,60,11,12540
7,4,202,20700789,34.0443,0,0,-118.2698,4,2,0,7,32,0,1.0,1,4,4,1,467,60,11,12541
35,3,229,20700789,33.8523,-200,192,-118.4698,2,2,0,7,36,27,0.0,2,6,5,5,467,60,11,12542
20,1,273,20700789,34.0443,0,0,-118.2698,0,2,0,7,31,0,1.0,1,4,4,1,467,60,11,12543
35,3,294,20700789,33.8253,141,219,-118.1288,9,3,0,7,56,26,0.0,2,1,5,5,467,60,11,12544
35,3,340,20700789,33.9503,184,94,-118.0858,4,3,0,7,43,20,1.0,1,5,2,3,467,60,11,12545
19,4,342,20700789,34.0443,0,0,-118.2698,4,3,0,7,4,0,0.0,1,4,4,1,467,60,11,12546
19,4,359,20700789,34.0443,0,0,-118.2698,2,3,0,7,22,0,0.0,1,4,4,1,467,60,11,12547
40,4,362,20700789,34.0443,0,0,-118.2698,1,3,0,7,59,0,1.0,1,4,4,1,467,60,11,12548
7,4,54,20700796,34.0443,0,0,-118.2698,5,1,0,7,37,0,1.0,1,4,4,1,259,40,13,12549
34,1,88,20700796,34.0443,0,0,-118.2698,2,1,0,7,58,0,1.0,1,4,4,1,259,40,13,12550
35,3,90,20700796,33.8843,128,160,-118.1418,2,1,0,7,28,20,1.0,1,1,2,3,259,40,13,12551
35,3,106,20700796,33.8763,43,168,-118.2268,1,1,0,7,41,17,1.0,1,4,2,3,259,40,13,12552
34,1,126,20700796,34.0443,0,0,-118.2698,0,1,0,7,1,0,1.0,1,4,4,1,259,40,13,12553
35,3,170,20700796,33.8633,-97,181,-118.3668,7,2,0,7,30,20,0.0,1,6,2,3,259,40,13,12554
35,3,185,20700796,33.8613,89,183,-118.1808,6,2,0,7,23,20,1.0,1,1,2,3,259,40,13,12555
35,3,215,20700796,33.9573,149,87,-118.1208,3,2,0,7,43,17,0.0,1,5,2,3,259,40,13,12556
35,3,228,20700796,33.9013,-202,143,-118.4718,2,2,0,7,46,24,0.0,2,6,5,5,259,40,13,12557
55,3,231,20700796,33.9763,-84,68,-118.3538,2,2,0,7,16,10,0.0,1,3,2,4,259,40,13,12558
56,1,247,20700796,34.0443,0,0,-118.2698,0,2,0,7,44,0,1.0,1,4,4,1,259,40,13,12559
39,3,284,20700796,33.9863,100,58,-118.1698,9,3,0,7,47,11,1.0,1,5,2,4,259,40,13,12560
35,3,286,20700796,33.9983,-112,46,-118.3818,9,3,0,7,18,12,0.0,1,3,2,4,259,40,13,12561
7,4,314,20700796,34.0443,0,0,-118.2698,6,3,0,7,12,0,1.0,1,4,4,1,259,40,13,12562
55,3,333,20700796,33.9753,89,69,-118.1808,3,3,0,7,57,11,1.0,1,5,2,4,259,40,13,12563
19,4,342,20700796,34.0443,0,0,-118.2698,3,3,0,7,2,0,0.0,1,4,4,1,259,40,13,12564
35,3,362,20700796,33.8843,5,160,-118.2648,1,3,0,7,4,16,1.0,1,4,2,3,259,40,13,12565
19,4,397,20700796,34.0443,0,0,-118.2698,9,4,0,7,7,0,1.0,1,4,4,1,259,40,13,12566
35,3,420,20700796,33.9093,79,135,-118.1908,6,4,0,7,38,15,1.0,1,5,7,4,259,40,13,12567
35,3,422,20700796,33.8223,117,222,-118.1528,6,4,0,7,5,25,1.0,2,1,5,5,259,40,13,12568
35,3,439,20700796,33.8893,131,155,-118.1388,4,4,0,7,25,20,0.0,1,1,2,3,259,40,13,12569
55,3,444,20700796,33.9953,49,49,-118.2208,4,4,0,7,4,6,1.0,1,4,7,1,259,40,13,12570
35,3,460,20700796,33.9553,-20,89,-118.2898,2,4,0,7,59,9,0.0,1,4,7,4,259,40,13,12571
35,3,468,20700796,33.9353,-161,109,-118.4308,2,4,0,7,50,19,1.0,1,3,2,3,259,40,13,12572
35,3,471,20700796,33.8863,112,158,-118.1578,1,4,0,7,59,19,0.0,1,1,2,3,259,40,13,12573
34,1,8,20700822,34.0443,0,0,-118.2698,10,1,0,7,19,0,1.0,1,4,4,1,717,65,3,12574
7,4,33,20700822,34.0443,0,0,-118.2698,7,1,0,7,53,0,1.0,1,4,4,1,717,65,3,12575
35,3,65,20700822,33.7893,71,255,-118.1988,4,1,0,7,18,26,0.0,2,4,5,5,717,65,3,12576
49,4,99,20700822,34.0443,0,0,-118.2698,1,1,0,7,45,0,1.0,1,4,4,1,717,65,3,12577
7,4,125,20700822,34.0443,0,0,-118.2698,11,2,0,7,48,0,1.0,1,4,4,1,717,65,3,12578
19,4,218,20700822,34.0443,0,0,-118.2698,3,2,0,7,0,0,0.0,1,4,4,1,717,65,3,12579
35,3,225,20700822,33.7943,92,250,-118.1778,2,2,0,7,46,26,0.0,2,1,5,5,717,65,3,12580
35,3,274,20700822,34.0043,31,40,-118.2388,10,3,0,7,17,5,1.0,1,4,7,1,717,65,3,12581
35,3,295,20700822,33.8253,136,219,-118.1338,7,3,0,7,21,25,0.0,2,1,5,5,717,65,3,12582
35,3,434,20700822,33.8483,-5,196,-118.2748,5,4,0,7,44,19,0.0,1,4,2,3,717,65,3,12583
7,4,459,20700822,34.0443,0,0,-118.2698,2,4,0,7,58,0,0.0,1,4,4,1,717,65,3,12584
28,3,6,20700830,34.0133,-33,31,-118.3028,11,1,0,7,28,4,1.0,1,4,7,1,1498,59,17,12585
35,3,44,20700830,33.8893,204,155,-118.0658,7,1,0,7,41,25,1.0,2,1,5,5,1498,59,17,12586
35,3,52,20700830,33.9883,20,56,-118.2498,6,1,0,7,40,5,0.0,1,4,7,1,1498,59,17,12587
35,3,55,20700830,33.9623,149,82,-118.1208,6,1,0,7,13,17,1.0,1,5,2,3,1498,59,17,12588
35,3,104,20700830,33.8653,181,179,-118.0888,2,1,0,7,6,25,1.0,2,1,5,5,1498,59,17,12589
35,3,218,20700830,33.8383,176,206,-118.0938,3,2,0,7,55,27,0.0,2,1,5,5,1498,59,17,12590
19,4,222,20700830,34.0443,0,0,-118.2698,3,2,0,7,35,0,0.0,1,4,4,1,1498,59,17,12591
19,4,248,20700830,34.0443,0,0,-118.2698,2,2,0,7,5,0,1.0,1,4,4,1,1498,59,17,12592
35,3,253,20700830,34.0063,87,38,-118.1828,1,2,0,7,34,9,,1,5,2,4,1498,59,17,12593
35,3,262,20700830,33.8833,-123,161,-118.3928,0,2,0,7,46,20,0.0,1,6,2,3,1498,59,17,12594
10,3,294,20700830,33.9173,0,127,-118.2698,9,3,0,7,10,12,1.0,1,4,7,4,1498,59,17,12595
35,3,315,20700830,33.8963,225,148,-118.0448,7,3,0,7,39,26,1.0,2,1,5,5,1498,59,17,12596
35,3,335,20700830,33.8573,189,187,-118.0808,5,3,0,7,34,26,0.0,2,1,5,5,1498,59,17,12597
10,3,9,20700843,33.8983,-41,146,-118.3108,10,1,0,7,8,15,1.0,1,4,2,4,1421,69,24,12598
35,3,32,20700843,33.8943,-69,150,-118.3388,7,1,0,7,29,16,,1,6,2,3,1421,69,24,12599
35,3,43,20700843,34.0553,222,-11,-118.0478,5,1,0,7,52,22,,2,5,1,5,1421,69,24,12600
35,3,152,20700843,34.0223,-235,22,-118.5048,7,2,0,7,35,23,1.0,2,3,6,5,1421,69,24,12601
40,4,165,20700843,34.0443,0,0,-118.2698,6,2,0,7,27,0,1.0,1,4,4,1,1421,69,24,12602
35,3,170,20700843,33.8703,-31,174,-118.3008,6,2,0,7,1,17,,1,4,2,3,1421,69,24,12603
35,3,185,20700843,33.8343,149,210,-118.1208,4,2,0,7,15,25,0.0,2,1,5,5,1421,69,24,12604
7,4,192,20700843,34.0443,0,0,-118.2698,3,2,0,7,8,0,0.0,1,4,4,1,1421,69,24,12605
35,3,216,20700843,34.0243,103,20,-118.1668,0,2,0,7,39,10,0.0,1,5,2,4,1421,69,24,12606
35,3,239,20700843,33.9113,123,133,-118.1468,10,3,0,7,0,18,0.0,1,1,2,3,1421,69,24,12607
35,3,243,20700843,34.0423,140,2,-118.1298,9,3,0,7,44,14,1.0,1,5,2,4,1421,69,24,12608
35,3,245,20700843,33.8633,-23,181,-118.2928,9,3,0,7,4,18,0.0,1,4,2,3,1421,69,24,12609
35,3,253,20700843,33.9533,135,91,-118.1348,7,3,0,7,38,16,1.0,1,5,2,3,1421,69,24,12610
35,3,272,20700843,33.8813,18,163,-118.2518,4,3,0,7,37,16,0.0,1,4,2,3,1421,69,24,12611
46,1,278,20700843,34.0443,0,0,-118.2698,4,3,0,7,7,0,1.0,1,4,4,1,1421,69,24,12612
35,3,287,20700843,33.8893,36,155,-118.2338,3,3,0,7,13,15,1.0,1,4,2,4,1421,69,24,12613
35,3,294,20700843,33.8893,59,155,-118.2108,2,3,0,7,27,16,0.0,1,1,2,3,1421,69,24,12614
35,3,339,20700843,33.9393,-153,105,-118.4228,11,4,0,7,36,18,0.0,1,3,2,3,1421,69,24,12615
35,3,344,20700843,33.9143,105,130,-118.1648,11,4,0,7,1,16,1.0,1,1,2,3,1421,69,24,12616
35,3,361,20700843,34.0083,187,36,-118.0828,9,4,0,7,11,19,0.0,1,5,2,3,1421,69,24,12617
35,3,375,20700843,33.8813,-92,163,-118.3618,8,4,0,7,2,18,1.0,1,6,2,3,1421,69,24,12618
7,4,378,20700843,34.0443,0,0,-118.2698,7,4,0,7,37,0,1.0,1,4,4,1,1421,69,24,12619
19,4,380,20700843,34.0443,0,0,-118.2698,7,4,0,7,14,0,0.0,1,4,4,1,1421,69,24,12620
35,3,409,20700843,33.8123,120,232,-118.1498,4,4,0,7,4,26,0.0,2,1,5,5,1421,69,24,12621
35,3,423,20700843,33.8983,-100,146,-118.3698,2,4,0,7,52,17,1.0,1,6,2,3,1421,69,24,12622
35,3,2,20700857,33.9523,56,92,-118.2138,11,1,0,7,42,10,1.0,1,5,7,4,1220,66,6,12623
34,1,27,20700857,34.0443,0,0,-118.2698,8,1,0,7,44,0,,1,4,4,1,1220,66,6,12624
42,1,42,20700857,34.0443,0,0,-118.2698,6,1,0,7,23,0,1.0,1,4,4,1,1220,66,6,12625
28,3,90,20700857,33.9293,-49,115,-118.3188,1,1,0,7,24,12,0.0,1,4,7,4,1220,66,6,12626
8,1,135,20700857,34.0443,0,0,-118.2698,8,2,0,7,54,0,1.0,1,4,4,1,1220,66,6,12627
35,3,176,20700857,34.0343,110,10,-118.1598,5,2,0,7,59,11,0.0,1,5,2,4,1220,66,6,12628
35,3,181,20700857,33.8913,125,153,-118.1448,5,2,0,7,26,19,0.0,1,1,2,3,1220,66,6,12629
35,3,224,20700857,33.8703,6,174,-118.2638,0,2,0,7,47,17,,1,4,2,3,1220,66,6,12630
35,3,246,20700857,33.8753,184,169,-118.0858,10,3,0,7,22,24,0.0,2,1,5,5,1220,66,6,12631
20,1,278,20700857,34.0443,0,0,-118.2698,6,3,0,7,32,0,1.0,1,4,4,1,1220,66,6,12632
35,3,311,20700857,33.8683,184,176,-118.0858,3,3,0,7,0,25,0.0,2,1,5,5,1220,66,6,12633
35,3,320,20700857,33.8763,77,168,-118.1928,2,3,0,7,24,18,0.0,1,1,2,3,1220,66,6,12634
35,3,325,20700857,33.9113,149,133,-118.1208,1,3,0,7,44,19,0.0,1,1,2,3,1220,66,6,12635
34,1,438,20700857,34.0443,0,0,-118.2698,3,4,0,7,56,0,1.0,1,4,4,1,1220,66,6,12636
35,3,3,20700868,33.9273,164,117,-118.1058,11,1,0,7,39,20,1.0,1,5,2,3,369,72,24,12637
35,3,11,20700868,33.8893,110,155,-118.1598,10,1,0,7,7,19,,1,1,2,3,369,72,24,12638
44,3,26,20700868,33.9913,66,53,-118.2038,7,1,0,7,52,8,1.0,1,5,7,4,369,72,24,12639
53,3,67,20700868,33.9243,187,120,-118.0828,3,1,0,7,9,22,0.0,1,5,2,3,369,72,24,12640
13,4,87,20700868,34.0443,0,0,-118.2698,2,1,0,7,13,0,,1,4,4,1,369,72,24,12641
35,3,111,20700868,33.8583,-8,186,-118.2778,11,2,0,7,45,18,0.0,1,4,2,3,369,72,24,12642
2,4,122,20700868,34.0443,0,0,-118.2698,10,2,0,7,30,0,,1,4,4,1,369,72,24,12643
10,3,150,20700868,34.0193,-107,25,-118.3768,8,2,0,7,7,10,1.0,1,3,2,4,369,72,24,12644
19,4,181,20700868,34.0443,0,0,-118.2698,4,2,0,7,56,0,1.0,1,4,4,1,369,72,24,12645
35,3,183,20700868,33.8403,-29,204,-118.2988,4,2,0,7,11,20,0.0,1,4,2,3,369,72,24,12646
35,3,191,20700868,33.8843,192,160,-118.0778,3,2,0,7,16,24,1.0,2,1,5,5,369,72,24,12647
35,3,222,20700868,33.6003,146,444,-118.1238,0,2,0,7,0,46,0.0,2,2,3,2,369,72,24,12648
35,3,227,20700868,34.0453,-225,-1,-118.4948,11,3,0,7,44,22,0.0,2,3,6,5,369,72,24,12649
35,3,297,20700868,33.8073,41,237,-118.2288,2,3,0,7,26,24,0.0,2,4,5,5,369,72,24,12650
21,1,319,20700868,34.0443,0,0,-118.2698,0,3,0,7,6,0,1.0,1,4,4,1,369,72,24,12651
35,3,321,20700868,33.8993,195,145,-118.0748,0,3,0,7,0,24,1.0,2,1,5,5,369,72,24,12652
7,4,370,20700868,34.0443,0,0,-118.2698,6,4,0,7,11,0,1.0,1,4,4,1,369,72,24,12653
7,4,396,20700868,34.0443,0,0,-118.2698,3,4,0,7,16,0,0.0,1,4,4,1,369,72,24,12654
35,3,398,20700868,33.9443,220,100,-118.0498,3,4,0,7,11,24,0.0,2,1,5,5,369,72,24,12655
35,3,415,20700868,33.9293,95,115,-118.1748,1,4,0,7,58,14,,1,5,2,4,369,72,24,12656
35,3,424,20700868,34.0583,235,-14,-118.0348,1,4,0,7,23,23,0.0,2,5,1,5,369,72,24,12657
35,3,435,20700868,33.8013,-15,243,-118.2848,0,4,0,7,42,24,0.0,2,4,5,5,369,72,24,12658
7,4,448,20700868,34.0443,0,0,-118.2698,0,4,0,7,12,0,1.0,1,4,4,1,369,72,24,12659
7,4,460,20700868,34.0443,0,0,-118.2698,0,4,0,7,5,0,1.0,1,4,4,1,369,72,24,12660
35,3,30,20700876,33.8983,156,146,-118.1138,8,1,0,7,47,21,0.0,1,1,2,3,77,26,5,12661
35,3,44,20700876,33.8963,-94,148,-118.3638,7,1,0,7,6,17,0.0,1,6,2,3,77,26,5,12662
34,1,47,20700876,34.0443,0,0,-118.2698,6,1,0,7,42,0,1.0,1,4,4,1,77,26,5,12663
40,4,49,20700876,34.0443,0,0,-118.2698,6,1,0,7,6,0,1.0,1,4,4,1,77,26,5,12664
31,6,51,20700876,33.8603,-16,184,-118.2858,5,1,0,7,42,18,0.0,1,4,2,3,77,26,5,12665
52,3,170,20700876,33.9073,136,137,-118.1338,6,2,0,7,59,19,,1,1,2,3,77,26,5,12666
35,3,172,20700876,33.8403,153,204,-118.1168,6,2,0,7,28,25,1.0,2,1,5,5,77,26,5,12667
6,3,181,20700876,33.8883,-26,156,-118.2958,5,2,0,7,39,15,0.0,1,4,2,4,77,26,5,12668
34,1,186,20700876,34.0443,0,0,-118.2698,5,2,0,7,24,0,1.0,1,4,4,1,77,26,5,12669
35,3,215,20700876,33.8613,62,183,-118.2078,3,2,0,7,6,19,0.0,1,1,2,3,77,26,5,12670
35,3,241,20700876,33.9473,-100,97,-118.3698,0,2,0,7,35,13,0.0,1,3,2,4,77,26,5,12671
40,4,270,20700876,34.0443,0,0,-118.2698,9,3,0,7,42,0,1.0,1,4,4,1,77,26,5,12672
7,4,273,20700876,34.0443,0,0,-118.2698,9,3,0,7,28,0,,1,4,4,1,77,26,5,12673
35,3,291,20700876,33.9143,143,130,-118.1268,6,3,0,7,53,19,0.0,1,1,2,3,77,26,5,12674
35,3,305,20700876,34.0163,43,28,-118.2268,5,3,0,7,33,5,,1,4,7,1,77,26,5,12675
26,6,358,20700876,33.9813,-41,63,-118.3108,0,3,0,7,33,7,1.0,1,4,7,1,77,26,5,12676
35,3,365,20700876,33.7273,5,317,-118.2648,0,3,0,7,1,31,0.0,2,4,5,5,77,26,5,12677
52,3,396,20700876,33.8943,90,150,-118.1798,9,4,0,7,51,17,,1,1,2,3,77,26,5,12678
35,3,455,20700876,33.7743,3,270,-118.2668,5,4,0,7,24,27,1.0,2,4,5,5,77,26,5,12679
52,3,464,20700876,33.9063,13,138,-118.2568,4,4,0,7,13,13,1.0,1,4,7,4,77,26,5,12680
35,3,475,20700876,33.8433,13,201,-118.2568,3,4,0,7,6,20,0.0,1,4,2,3,77,26,5,12681
7,4,495,20700876,34.0443,0,0,-118.2698,1,4,0,7,19,0,1.0,1,4,4,1,77,26,5,12682
7,4,534,20700876,34.0443,0,0,-118.2698,4,5,0,7,8,0,1.0,1,4,4,1,77,26,5,12683
19,4,536,20700876,34.0443,0,0,-118.2698,3,5,0,7,20,0,0.0,1,4,4,1,77,26,5,12684
57,2,548,20700876,33.9703,-6,74,-118.2758,2,5,0,7,22,7,1.0,1,4,7,1,77,26,5,12685
35,3,561,20700876,33.8833,-18,161,-118.2878,1,5,0,7,34,16,1.0,1,4,2,3,77,26,5,12686
4,4,572,20700876,34.0443,0,0,-118.2698,0,5,0,7,31,0,0.0,1,4,4,1,77,26,5,12687
35,3,4,20700895,33.8403,-44,204,-118.3138,11,1,0,7,34,20,0.0,1,4,2,3,911,19,33,12688
7,4,25,20700895,34.0443,0,0,-118.2698,9,1,0,7,20,0,1.0,1,4,4,1,911,19,33,12689
35,3,49,20700895,33.9953,-3,49,-118.2728,7,1,0,7,17,4,0.0,1,4,7,1,911,19,33,12690
19,4,121,20700895,34.0443,0,0,-118.2698,0,1,0,7,8,0,0.0,1,4,4,1,911,19,33,12691
35,3,125,20700895,33.4803,-41,564,-118.3108,0,1,0,7,0,56,,2,2,3,2,911,19,33,12692
21,1,146,20700895,34.0443,0,0,-118.2698,9,2,0,7,43,0,,1,4,4,1,911,19,33,12693
28,3,152,20700895,34.0443,115,0,-118.1548,8,2,0,7,59,11,0.0,1,5,2,4,911,19,33,12694
35,3,155,20700895,33.7993,47,245,-118.2228,8,2,0,7,40,24,0.0,2,4,5,5,911,19,33,12695
35,3,183,20700895,33.9553,0,89,-118.2698,5,2,0,7,57,8,0.0,1,4,7,4,911,19,33,12696
35,3,188,20700895,33.8433,3,201,-118.2668,4,2,0,7,49,20,1.0,1,4,2,3,911,19,33,12697
42,1,227,20700895,34.0443,0,0,-118.2698,1,2,0,7,30,0,1.0,1,4,4,1,911,19,33,12698
35,3,273,20700895,34.0113,189,33,-118.0808,9,3,0,7,26,19,0.0,1,5,2,3,911,19,33,12699
35,3,280,20700895,33.9733,1,71,-118.2688,8,3,0,7,57,7,1.0,1,4,7,1,911,19,33,12700
28,3,288,20700895,34.0013,148,43,-118.1218,8,3,0,7,0,15,0.0,1,5,2,4,911,19,33,12701
35,3,325,20700895,33.8763,-79,168,-118.3488,5,3,0,7,19,18,1.0,1,6,2,3,911,19,33,12702
35,3,327,20700895,33.9633,-25,81,-118.2948,4,3,0,7,54,8,0.0,1,4,7,4,911,19,33,12703
35,3,332,20700895,33.9783,-141,66,-118.4108,4,3,0,7,22,15,0.0,1,3,2,4,911,19,33,12704
34,1,335,20700895,34.0443,0,0,-118.2698,4,3,0,7,14,0,1.0,1,4,4,1,911,19,33,12705
35,3,347,20700895,33.8703,-57,174,-118.3268,2,3,0,7,30,18,0.0,1,6,2,3,911,19,33,12706
35,3,369,20700895,33.9303,-69,114,-118.3388,0,3,0,7,53,13,,1,3,7,4,911,19,33,12707
28,3,399,20700895,33.9403,121,104,-118.1488,10,4,0,7,5,15,0.0,1,5,2,4,911,19,33,12708
35,3,436,20700895,33.8963,115,148,-118.1548,6,4,0,7,30,18,0.0,1,1,2,3,911,19,33,12709
35,3,451,20700895,33.8143,148,230,-118.1218,5,4,0,7,20,27,0.0,2,1,5,5,911,19,33,12710
7,4,473,20700895,34.0443,0,0,-118.2698,3,4,0,7,37,0,,1,4,4,1,911,19,33,12711
34,1,483,20700895,34.0443,0,0,-118.2698,2,4,0,7,29,0,1.0,1,4,4,1,911,19,33,12712
35,3,487,20700895,33.8633,-36,181,-118.3058,1,4,0,7,44,18,1.0,1,4,2,3,911,19,33,12713
14,3,2,20700923,34.0083,5,36,-118.2648,11,1,0,7,39,3,1.0,1,4,4,1,1489,54,3,12714
35,3,23,20700923,33.9293,-56,115,-118.3258,9,1,0,7,1,12,1.0,1,4,7,4,1489,54,3,12715
35,3,81,20700923,33.9953,26,49,-118.2438,3,1,0,7,4,5,,1,4,7,1,1489,54,3,12716
4,4,129,20700923,34.0443,0,0,-118.2698,11,2,0,7,18,0,,1,4,4,1,1489,54,3,12717
35,3,211,20700923,33.8523,103,192,-118.1668,2,2,0,7,38,21,0.0,1,1,2,3,1489,54,3,12718
35,3,249,20700923,33.9623,-57,82,-118.3268,10,3,0,7,20,9,0.0,1,3,7,4,1489,54,3,12719
53,3,312,20700923,33.8203,108,224,-118.1618,3,3,0,7,11,24,1.0,2,1,5,5,1489,54,3,12720
53,3,326,20700923,33.7893,82,255,-118.1878,1,3,0,7,42,26,1.0,2,4,5,5,1489,54,3,12721
35,3,329,20700923,33.8023,-69,242,-118.3388,1,3,0,7,11,25,0.0,2,4,5,5,1489,54,3,12722
35,3,2,20700938,33.8963,-74,148,-118.3438,11,1,0,7,47,16,,1,6,2,3,1462,68,33,12723
35,3,4,20700938,34.0443,-166,0,-118.4358,11,1,0,7,11,16,0.0,1,3,2,3,1462,68,33,12724
7,4,30,20700938,34.0443,0,0,-118.2698,8,1,0,7,7,0,1.0,1,4,4,1,1462,68,33,12725
51,3,64,20700938,34.0393,61,5,-118.2088,5,1,0,7,19,6,1.0,1,4,7,1,1462,68,33,12726
39,3,74,20700938,33.9983,1,46,-118.2688,4,1,0,7,39,4,1.0,1,4,7,1,1462,68,33,12727
19,4,96,20700938,34.0443,0,0,-118.2698,3,1,0,7,25,0,0.0,1,4,4,1,1462,68,33,12728
7,4,112,20700938,34.0443,0,0,-118.2698,2,1,0,7,15,0,1.0,1,4,4,1,1462,68,33,12729
39,3,133,20700938,33.9993,-5,45,-118.2748,0,1,0,7,42,4,1.0,1,4,7,1,1462,68,33,12730
35,3,228,20700938,33.8523,-85,192,-118.3548,5,2,0,7,6,20,0.0,1,6,2,3,1462,68,33,12731
19,4,245,20700938,34.0443,0,0,-118.2698,3,2,0,7,18,0,0.0,1,4,4,1,1462,68,33,12732
19,4,260,20700938,34.0443,0,0,-118.2698,1,2,0,7,57,0,0.0,1,4,4,1,1462,68,33,12733
35,3,293,20700938,33.8473,-151,197,-118.4208,9,3,0,7,57,24,0.0,2,6,5,5,1462,68,33,12734
51,3,312,20700938,33.9913,-5,53,-118.2748,7,3,0,7,31,5,1.0,1,4,7,1,1462,68,33,12735
35,3,360,20700938,33.8573,167,187,-118.1028,3,3,0,7,29,25,0.0,2,1,5,5,1462,68,33,12736
19,4,375,20700938,34.0443,0,0,-118.2698,1,3,0,7,55,0,0.0,1,4,4,1,1462,68,33,12737
35,3,392,20700938,33.8373,-158,207,-118.4278,0,3,0,7,34,26,,2,6,5,5,1462,68,33,12738
19,4,509,20700938,34.0443,0,0,-118.2698,0,4,0,7,32,0,0.0,1,4,4,1,1462,68,33,12739
35,3,525,20700938,33.9043,126,140,-118.1438,0,4,0,7,0,18,0.0,1,1,2,3,1462,68,33,12740
35,3,4,20700951,34.0423,182,2,-118.0878,11,1,0,7,32,18,0.0,1,5,2,3,1315,53,9,12741
35,3,17,20700951,33.8203,-138,224,-118.4078,9,1,0,7,27,26,,2,6,5,5,1315,53,9,12742
35,3,22,20700951,33.8403,149,204,-118.1208,8,1,0,7,30,25,1.0,2,1,5,5,1315,53,9,12743
35,3,34,20700951,33.7943,-57,250,-118.3268,7,1,0,7,3,25,1.0,2,4,5,5,1315,53,9,12744
35,3,39,20700951,33.7793,38,265,-118.2318,6,1,0,7,16,26,0.0,2,4,5,5,1315,53,9,12745
35,3,84,20700951,33.9653,228,79,-118.0418,1,1,0,7,57,24,,2,5,1,5,1315,53,9,12746
35,3,97,20700951,33.9243,39,120,-118.2308,1,1,0,7,12,12,1.0,1,4,7,4,1315,53,9,12747
35,3,102,20700951,34.0363,-95,8,-118.3648,0,1,0,7,20,9,1.0,1,3,2,4,1315,53,9,12748
21,1,167,20700951,34.0443,0,0,-118.2698,6,2,0,7,57,0,1.0,1,4,4,1,1315,53,9,12749
19,4,191,20700951,34.0443,0,0,-118.2698,3,2,0,7,51,0,1.0,1,4,4,1,1315,53,9,12750
19,4,215,20700951,34.0443,0,0,-118.2698,0,2,0,7,46,0,1.0,1,4,4,1,1315,53,9,12751
35,3,264,20700951,33.8093,-138,235,-118.4078,5,3,0,7,31,27,1.0,2,6,5,5,1315,53,9,12752
19,4,296,20700951,34.0443,0,0,-118.2698,2,3,0,7,30,0,,1,4,4,1,1315,53,9,12753
35,3,298,20700951,33.8323,-181,212,-118.4508,2,3,0,7,27,27,0.0,2,6,5,5,1315,53,9,12754
